,시간,02-15 (토)
0,최대,150.58
1,최소,99.09
2,가중평균,126.59
3,01시 1구간,144.69
4,01시 2구간,144.69
5,01시 3구간,144.69
6,01시 4구간,142.45
7,02시 1구간,101.69
8,02시 2구간,101.69
9,02시 3구간,101.69
10,02시 4구간,101.69
11,03시 1구간,99.22
12,03시 2구간,99.22
13,03시 3구간,99.22
14,03시 4구간,99.22
15,04시 1구간,99.09
16,04시 2구간,99.09
17,04시 3구간,99.09
18,04시 4구간,99.09
19,05시 1구간,99.22
20,05시 2구간,99.22
21,05시 3구간,99.22
22,05시 4구간,99.22
23,06시 1구간,101.8
24,06시 2구간,101.8
25,06시 3구간,101.8
26,06시 4구간,101.8
27,07시 1구간,102.54
28,07시 2구간,102.54
29,07시 3구간,102.54
30,07시 4구간,102.54
31,08시 1구간,115.65
32,08시 2구간,115.65
33,08시 3구간,115.65
34,08시 4구간,115.65
35,09시 1구간,116.85
36,09시 2구간,116.85
37,09시 3구간,116.85
38,09시 4구간,116.85
39,10시 1구간,144.53
40,10시 2구간,144.53
41,10시 3구간,144.53
42,10시 4구간,144.53
43,11시 1구간,150.58
44,11시 2구간,150.58
45,11시 3구간,150.58
46,11시 4구간,150.58
47,12시 1구간,148.17
48,12시 2구간,148.17
49,12시 3구간,148.17
50,12시 4구간,148.17
51,13시 1구간,142.22
52,13시 2구간,142.22
53,13시 3구간,142.22
54,13시 4구간,142.22
55,14시 1구간,142.22
56,14시 2구간,142.22
57,14시 3구간,142.22
58,14시 4구간,142.22
59,15시 1구간,142.22
60,15시 2구간,142.22
61,15시 3구간,142.22
62,15시 4구간,142.22
63,16시 1구간,142.22
64,16시 2구간,142.22
65,16시 3구간,142.22
66,16시 4구간,142.22
67,17시 1구간,147.45
68,17시 2구간,147.45
69,17시 3구간,147.45
70,17시 4구간,147.45
71,18시 1구간,102.92
72,18시 2구간,102.92
73,18시 3구간,102.92
74,18시 4구간,102.92
75,19시 1구간,140.56
76,19시 2구간,140.56
77,19시 3구간,140.56
78,19시 4구간,140.56
79,20시 1구간,139.89
80,20시 2구간,139.89
81,20시 3구간,139.89
82,20시 4구간,139.89
83,21시 1구간,107.61
84,21시 2구간,107.61
85,21시 3구간,107.61
86,21시 4구간,107.61
87,22시 1구간,146.78
88,22시 2구간,146.78
89,22시 3구간,140.23
90,22시 4구간,102.76
91,23시 1구간,143.38
92,23시 2구간,102.78
93,23시 3구간,102.78
94,23시 4구간,102.78
95,24시 1구간,149.84
96,24시 2구간,149.84
97,24시 3구간,149.84
98,24시 4구간,148.51
